ID,IntRate,LoanAmt,LoanTerm,Debt2Inc,Home_OWN,Home_RENT,MonthlyInc,RevCredBal,FICO,EmpLen
66604,14.33,15000,36,16.38,False,False,5500.0,12413.0,702,3
87649,13.11,10000,36,14.12,False,True,7500.0,3235.0,682,6
58739,12.12,5950,36,21.54,False,False,5000.0,47746.0,692,10
28808,10.99,10000,36,8.23,True,False,5833.33,11620.0,702,1
26877,15.23,4000,36,10.73,False,True,2916.67,1651.0,672,6
70785,13.11,8875,36,30.46,True,False,2166.67,6797.0,702,2
44672,10.74,2400,36,11.2,False,True,2000.0,3055.0,707,10
103426,16.07,5500,36,19.35,False,False,3937.08,689.0,687,10
4545,12.53,6000,36,23.07,False,True,2916.67,3334.0,687,2
82722,19.05,18000,60,6.28,False,False,7500.0,20675.0,692,10
49956,16.29,32000,60,15.14,False,True,7055.0,16174.0,727,6
69741,13.11,6000,36,4.53,False,True,2625.0,4299.0,692,10
65248,8.9,7200,60,25.16,False,False,3750.0,7283.0,752,6
75785,11.14,11500,36,10.47,False,True,2916.67,9562.0,702,1
27764,5.42,4800,36,10.23,False,False,6333.33,10704.0,792,10
43707,10.65,4000,36,23.4,False,False,2333.33,3522.0,687,7
35025,10.65,15000,36,14.36,False,True,9083.33,26902.0,722,3
28518,17.99,15000,36,21.04,False,False,5319.17,5613.0,677,2
42228,12.42,25000,36,1.05,False,False,16666.67,2839.0,707,10
81620,18.75,4800,60,27.69,False,True,1560.0,6563.0,682,1
37389,6.62,9500,36,19.28,False,False,3583.33,5240.0,737,10
10554,13.98,6000,36,7.73,False,True,6250.0,3507.0,677,4
94092,6.03,12300,36,7.15,False,True,6666.67,10976.0,742,10
54576,9.76,14000,36,22.55,False,False,8750.0,25026.0,712,10
47468,12.12,10000,36,5.95,True,False,5000.0,10752.0,702,4
73765,16.29,5000,60,11.8,False,True,5416.67,8745.0,692,4
90239,14.33,10050,36,6.07,False,True,2916.67,7413.0,712,6
45980,7.9,4800,36,19.07,False,True,1500.0,6813.0,722,1
55803,10.74,14400,36,5.9,False,False,6833.33,10017.0,702,10
98051,15.31,11625,36,16.73,False,True,2833.33,17469.0,697,10
62884,10.16,18200,36,7.95,False,True,4750.0,16184.0,722,3
4644,11.83,9000,36,0.48,False,True,4833.0,0.0,717,4
57169,18.25,35000,60,27.69,False,True,8083.33,29300.0,727,10
33050,7.51,1900,36,19.27,False,False,6000.0,18397.0,737,10
20367,10.37,2400,36,9.54,False,False,3166.67,2174.0,677,1
36837,11.71,4500,36,15.87,False,False,3333.33,11963.0,677,6
68829,12.12,12000,36,19.41,False,False,8750.0,32028.0,712,4
61873,7.9,11575,36,17.47,False,False,2833.33,5654.0,732,10
94081,6.62,20000,36,21.61,False,False,8161.33,27904.0,722,8
21900,10.0,2800,36,20.32,False,True,3250.0,8717.0,702,5
70285,14.09,6000,36,9.93,False,True,4250.0,5815.0,682,3
57923,13.99,22000,60,18.28,False,False,6083.33,20181.0,722,8
99914,13.11,10000,36,20.34,False,True,5416.67,8066.0,677,10
100662,12.12,9450,36,11.74,False,False,4666.67,17639.0,692,10
53424,12.12,18000,60,14.89,False,False,8333.33,4038.0,732,5
47764,8.9,8000,36,2.93,False,True,5000.0,5540.0,712,2
94950,14.33,12000,36,20.06,False,True,4166.67,14163.0,762,2
38976,16.77,10000,36,18.55,False,True,2916.67,7565.0,662,4
71538,12.12,10000,36,19.58,False,True,6250.0,16348.0,697,5
48972,7.9,3600,36,26.21,False,False,4166.67,25.0,737,3
31876,17.49,12000,60,6.94,False,False,5445.0,4904.0,672,9
48894,10.74,6950,36,20.71,True,False,4583.33,18814.0,687,10
74320,10.16,8525,36,26.14,False,False,4583.33,31398.0,707,10
65600,14.33,5000,36,28.51,False,True,2750.0,5957.0,692,3
38529,18.25,4800,60,13.81,False,True,3750.0,16302.0,697,10
18088,13.35,6000,36,21.36,False,False,5000.0,4363.0,667,10
47960,19.22,4000,60,9.03,False,True,3700.0,2177.0,682,2
48295,6.03,14000,36,14.67,False,True,7500.0,16648.0,747,10
13454,15.95,2500,36,24.07,False,False,1500.0,2684.0,667,1
16524,6.17,2000,36,2.63,False,True,1600.0,736.0,747,3
14193,11.49,12800,60,6.72,False,False,4166.67,11992.0,727,1
51829,7.9,8000,36,21.58,False,True,5166.67,0.0,727,1
31000,9.99,3000,36,21.3,True,False,2333.33,3168.0,712,1
86532,7.9,7000,36,1.41,False,True,12500.0,5093.0,727,7
31448,10.99,11000,36,4.26,False,False,6666.67,4124.0,697,4
51408,7.9,6000,36,14.99,False,True,4416.67,2928.0,722,2
87572,18.49,19500,36,9.79,False,True,10000.0,14957.0,677,2
33225,17.27,16000,60,19.26,False,True,7000.0,5231.0,697,10
93742,14.09,10000,36,5.82,False,True,8750.0,11394.0,662,3
41993,17.58,35000,36,11.8,False,False,13333.33,21393.0,692,10
18447,13.72,8000,36,9.67,False,True,7758.33,12110.0,667,2
71782,13.11,14500,36,28.29,False,False,5988.67,18020.0,702,10
19675,13.43,4500,36,1.23,False,True,11500.0,1847.0,672,1
43307,9.91,10000,36,14.32,False,False,3666.67,17161.0,707,1
88490,19.05,35000,60,13.4,False,False,9166.67,26633.0,692,1
65443,7.9,6000,36,9.31,True,False,1750.0,5056.0,707,6
47597,19.22,12000,36,14.62,True,False,4166.67,6309.0,667,6
30397,16.89,12100,36,11.16,False,False,6166.67,2081.0,667,4
92868,14.09,25000,36,4.79,False,False,6833.33,8811.0,677,8
48006,18.25,27000,36,22.32,False,False,8583.33,6658.0,692,8
66892,18.75,12250,36,17.21,True,False,2916.67,10523.0,667,7
79618,17.77,10000,36,22.6,False,True,2500.0,12938.0,667,4
55180,13.67,9175,36,19.43,False,False,7083.33,25639.0,677,8
75159,15.31,14075,36,25.7,True,False,4000.0,11907.0,682,5
48624,18.55,13100,36,23.24,False,True,7968.75,19607.0,662,10
75022,8.9,14675,36,14.95,False,False,4000.0,12764.0,717,7
92795,13.11,18000,36,26.54,False,False,4166.67,16680.0,672,10
94514,7.62,12000,36,15.1,False,True,5666.67,12094.0,777,10
83906,14.33,19400,36,16.15,False,False,4583.33,12434.0,682,7
93318,12.12,18000,36,19.29,False,True,3333.33,26573.0,667,10
62203,17.77,12000,36,9.84,False,False,7500.0,15866.0,667,7
60969,13.11,8000,36,26.11,False,False,4166.67,11500.0,677,1
94593,19.72,23750,60,14.22,False,True,8333.33,10549.0,712,2
37813,12.69,5500,36,21.24,False,True,1666.67,5056.0,682,1
70028,17.27,16950,60,26.62,False,False,3583.33,12588.0,712,10
26033,13.49,1600,36,12.1,False,True,3200.0,1214.0,672,6
26950,7.49,6000,36,14.66,False,False,5833.33,7961.0,717,9
86660,12.12,7350,36,19.85,True,False,3355.05,11626.0,697,10
97487,17.77,12825,36,24.41,False,False,3416.67,8539.0,672,10
64166,18.49,10000,60,16.47,False,True,4104.67,7597.0,697,5
15014,14.72,17500,36,9.3,False,True,9519.75,31279.0,697,10
98373,13.11,10000,36,19.01,False,False,7500.0,14426.0,682,9
31943,6.99,11600,36,8.62,False,True,5833.33,2671.0,737,1
29365,13.99,12000,60,12.98,False,True,4166.67,2316.0,717,3
66296,14.09,6100,36,9.51,False,True,6666.67,5665.0,687,2
49473,15.31,14000,36,14.26,False,False,5000.0,11249.0,682,10
92016,14.33,10500,36,19.55,False,False,5666.67,11301.0,672,10
98272,15.8,15000,36,10.27,False,True,3333.33,10108.0,672,4
94925,17.27,8000,36,5.28,False,False,5833.33,12484.0,727,10
70905,21.49,20000,36,27.47,False,False,7750.0,26976.0,662,2
84633,11.14,12000,36,3.11,False,False,10833.33,11941.0,707,2
58263,13.11,17000,36,16.92,False,True,5083.33,8890.0,692,7
69300,7.9,6250,36,8.45,False,True,1916.67,3295.0,722,1
76916,23.76,27825,60,12.86,False,True,6250.0,27093.0,667,4
97076,15.31,30000,36,15.42,False,True,8333.33,29060.0,682,8
95637,21.98,3800,36,8.31,False,True,4333.33,4843.0,682,7
53567,15.31,2000,36,21.43,False,True,2766.67,2162.0,672,1
77867,14.09,6000,36,24.25,False,True,4000.0,24934.0,682,10
65121,19.05,21000,60,16.24,False,True,8416.67,8764.0,687,5
41900,13.49,2500,36,6.24,False,True,5416.67,15373.0,682,6
33269,16.77,2400,36,17.0,False,True,2700.0,3418.0,692,3
48581,10.74,13000,36,15.46,False,True,2166.67,11101.0,722,3
52893,14.65,4800,36,13.9,False,True,5000.0,7391.0,667,2
36929,9.91,17475,36,17.76,False,True,3333.33,17261.0,732,2
40879,14.65,14000,36,3.47,False,False,8750.0,9035.0,682,10
57586,17.27,2500,36,11.34,False,False,5833.33,14122.0,667,8
62177,18.49,8000,36,14.45,False,True,4166.67,9425.0,662,4
6020,12.53,5000,36,21.49,False,True,3108.33,0.0,707,2
73741,13.11,15000,36,12.78,False,True,9000.0,11016.0,692,1
83373,7.9,6000,36,33.64,False,True,4116.67,33746.0,707,1
37504,10.65,7800,36,7.15,False,False,4000.0,11063.0,722,9
95455,7.9,25000,36,18.66,False,False,7083.33,47504.0,712,9
26789,12.99,12000,60,16.67,False,False,9166.67,25165.0,712,2
28032,15.99,5000,36,5.26,False,False,2416.67,1620.0,667,6
24454,10.59,2500,60,2.15,True,False,3958.0,3417.0,747,2
44163,16.29,16000,60,5.76,False,False,5083.33,8729.0,712,10
89884,15.31,25000,60,3.98,False,True,5666.67,11079.0,747,3
28601,16.89,2000,36,11.91,False,True,3400.0,747.0,662,10
99913,10.16,2200,36,24.15,False,False,3400.0,1453.0,732,5
64020,13.11,3000,36,32.21,False,False,2583.33,6683.0,672,1
72604,17.27,17325,60,30.24,False,True,3750.0,31362.0,707,9
29547,8.49,5425,36,21.16,False,False,6333.33,25996.0,732,10
49950,22.78,20000,60,1.63,False,True,12500.0,5407.0,667,5
34331,11.71,3300,36,4.16,False,True,3730.0,3675.0,702,1
94232,17.27,2000,36,20.51,False,False,3750.0,1371.0,672,7
98787,13.11,26500,36,13.99,False,True,5833.33,64504.0,747,5
52440,18.55,17975,36,18.55,False,True,4833.33,17448.0,672,7
46391,13.99,13500,60,12.59,False,False,8833.33,18978.0,702,2
32183,15.27,12000,36,3.9,False,True,7083.33,6040.0,672,2
52061,21.48,16750,60,21.88,False,True,2833.33,7903.0,667,3
5531,12.18,8000,36,1.24,False,True,1125.0,707.0,747,2
51087,9.76,10000,36,14.08,False,False,5416.67,10560.0,712,3
11132,15.21,10000,36,10.93,False,True,7083.0,11890.0,672,3
7752,13.85,5525,36,21.03,False,False,6620.0,37573.0,722,10
30788,19.69,17200,60,9.95,False,True,3666.67,2117.0,707,2
4841,11.48,4000,36,22.93,False,False,3833.33,0.0,717,2
48151,13.11,13000,36,10.58,False,True,5000.0,11090.0,737,1
92367,17.27,27575,60,18.28,False,False,7833.33,28055.0,682,7
100674,14.33,24000,36,15.86,False,False,7500.0,2426.0,672,10
62867,18.49,7000,36,15.92,False,True,5000.0,13665.0,662,5
33119,19.03,14000,60,13.52,False,False,3616.0,13923.0,672,2
84738,6.03,7750,36,22.01,False,True,4766.67,4667.0,782,6
71758,15.31,25000,36,13.0,False,True,5416.67,22824.0,687,6
56528,16.29,5000,36,16.06,False,False,8750.0,19598.0,662,2
17236,12.98,5000,36,17.29,False,False,3250.0,4656.0,667,3
99541,15.31,35000,36,15.0,False,True,6666.67,33472.0,682,10
11620,11.12,3800,36,15.45,False,False,5416.67,9266.0,702,10
73232,8.9,2800,36,27.76,False,True,3250.0,22401.0,702,10
27317,7.49,6250,36,23.97,False,False,2900.0,21536.0,732,2
73956,17.27,6000,36,29.13,False,True,2752.92,4569.0,662,1
77363,14.09,20000,36,34.91,False,False,4583.33,6510.0,712,2
71926,11.14,8000,36,23.93,False,True,2666.67,10128.0,702,5
46024,6.62,12000,36,4.81,False,False,9833.33,5584.0,792,10
26533,6.99,5000,36,8.51,False,False,3750.0,3998.0,747,6
95456,23.28,21850,60,26.95,False,False,5833.33,29643.0,677,3
23197,7.29,9600,36,9.66,False,True,6048.0,15700.0,742,7
24376,16.89,20000,60,6.83,True,False,4000.0,5845.0,702,10
57260,13.67,14825,36,9.55,False,True,2500.0,8073.0,697,2
81130,17.27,8000,36,1.98,False,False,6000.0,5032.0,672,10
38892,11.71,20000,36,14.95,False,False,10416.67,26179.0,722,1
35468,7.9,7000,36,20.96,True,False,2300.0,0.0,767,10
53234,13.11,7150,36,12.33,False,True,3666.67,10561.0,687,1
77494,14.33,15000,36,33.42,False,True,4500.0,13369.0,677,1
66072,6.62,9000,36,13.85,False,True,4166.67,7853.0,767,1
6976,16.35,17600,36,17.35,False,False,7500.0,14555.0,667,7
22259,12.68,10000,36,13.96,False,True,2500.0,10481.0,692,1
84805,15.31,13225,36,27.07,False,True,5833.33,18569.0,682,10
69014,11.14,4000,36,33.8,False,False,3333.33,12922.0,702,4
71550,19.05,35000,36,21.12,False,False,13750.0,99549.0,737,10
56595,6.03,9000,36,12.23,False,False,5000.0,5224.0,752,7
48498,12.12,18225,36,20.87,False,False,4850.0,37592.0,702,3
48798,6.62,14400,36,6.71,False,False,12500.0,1280.0,772,10
94440,23.76,30000,60,14.25,False,True,6928.13,28665.0,662,10
46421,12.12,13475,36,19.46,False,False,2250.0,11674.0,717,1
90531,19.05,10000,36,17.95,False,False,3750.0,7034.0,677,6
51302,6.62,12000,36,9.46,False,False,5833.33,12028.0,742,8
28257,16.89,6000,60,18.39,False,True,3083.0,1181.0,697,3
49872,8.9,5000,36,15.93,False,False,6666.67,12307.0,707,7
26290,8.9,3600,36,3.27,False,True,1558.33,1594.0,747,3
32985,14.27,10000,36,10.97,False,True,7500.0,7778.0,667,7
80200,13.11,5450,36,25.91,False,True,3500.0,7619.0,672,1
74163,17.27,9750,36,21.93,False,True,2817.5,6324.0,672,1
35740,7.51,30000,36,1.08,True,False,10416.67,740.0,787,5
52405,6.62,8500,36,4.9,False,False,4166.67,7114.0,742,10
54513,7.9,14400,36,17.89,False,True,13100.0,14550.0,747,4
10293,7.14,8000,36,1.73,False,True,3750.0,3381.0,767,1
66880,13.11,12000,36,6.46,False,True,13166.67,8426.0,682,5
84273,18.75,21000,60,11.31,False,False,10250.0,38820.0,697,10
48166,13.67,10800,60,0.94,False,True,7500.0,1577.0,732,1
67265,14.33,2100,36,3.5,True,False,1000.0,893.0,692,1
41102,6.03,4000,36,15.13,False,False,6583.33,63294.0,772,10
47422,7.62,3500,36,20.93,False,True,4333.33,11538.0,727,6
62856,14.33,19000,60,16.06,False,False,5000.0,20918.0,717,10
92641,18.49,2500,36,22.49,False,False,3916.67,14892.0,672,6
7953,14.59,16000,36,9.47,False,True,5416.67,15518.0,692,10
27693,5.42,10000,36,10.41,False,False,7500.0,11532.0,782,9
70029,14.09,7100,36,19.22,False,True,4166.67,6788.0,687,2
45115,13.99,1700,36,20.67,True,False,1200.0,7382.0,677,4
96928,11.14,4000,36,12.2,False,False,6666.67,7153.0,672,5
51257,17.99,18225,36,23.35,False,True,3083.33,17128.0,677,3
92820,16.29,30000,60,20.28,False,True,13666.67,39059.0,737,1
17826,6.54,10000,36,17.05,False,True,6916.67,10302.0,732,3
66186,7.9,6000,36,2.51,False,True,7500.0,6394.0,722,2
73450,12.12,6000,36,7.4,False,False,5000.0,14045.0,677,2
96780,15.8,6000,36,19.56,True,False,1666.67,5291.0,677,1
62089,17.77,7000,36,18.15,False,True,4750.0,12307.0,667,1
60963,15.31,10000,36,9.55,True,False,4166.67,11551.0,672,4
8291,12.73,3250,36,21.44,False,False,5000.0,20564.0,677,3
22790,11.11,21000,36,16.53,False,False,18750.0,120538.0,702,10
93403,7.62,11000,36,12.35,True,False,7666.67,12461.0,737,7
59279,7.9,15000,36,5.59,False,True,2916.67,14290.0,772,9
38432,18.64,4000,60,19.15,False,True,4000.0,16543.0,677,6
59266,8.9,20000,36,11.01,False,False,7083.33,28324.0,732,10
75012,12.12,15000,36,19.16,False,True,5000.0,13830.0,707,10
93066,11.14,8000,36,11.59,False,True,7000.0,4729.0,687,3
100114,14.33,20675,36,23.12,False,False,4333.33,8393.0,712,10
92036,15.31,30000,60,16.99,False,False,8500.0,33770.0,697,6
30864,9.99,5000,36,21.33,False,True,5316.67,23818.0,697,7
68722,8.9,4750,36,0.56,True,False,2833.33,767.0,762,9
57199,12.12,6500,36,24.97,True,False,3500.0,6948.0,682,1
3656,12.84,1900,36,23.29,False,False,2860.0,24209.0,672,1
45245,7.9,6000,36,6.68,False,True,10416.67,20592.0,712,10
45994,7.62,8500,36,13.67,False,True,4333.33,15284.0,722,4
60625,12.12,9250,36,29.46,False,False,3333.33,5440.0,687,10
33630,13.49,1875,36,18.83,False,True,1200.0,5342.0,677,1
2386,13.47,10000,36,5.59,False,True,4583.0,2432.0,692,4
30138,15.23,25000,60,17.97,False,False,8917.0,22566.0,732,10
28764,13.99,5000,60,11.29,False,False,3083.0,1073.0,712,2
9061,14.22,10000,36,12.24,False,True,2541.67,13667.0,682,8
3893,11.89,5500,36,17.94,False,True,3583.33,5668.0,697,1
52929,10.74,10000,36,18.15,False,True,5833.33,16894.0,702,4
10205,13.11,8800,60,2.88,False,False,2500.0,607.0,742,2
43936,11.71,16500,36,11.05,False,False,7250.0,17247.0,727,10
91571,12.12,24000,36,16.24,False,True,4500.0,29098.0,702,10
37386,18.25,1200,36,24.12,False,True,1700.0,0.0,662,4
96208,13.11,24175,36,7.66,False,True,6250.0,4681.0,712,10
52255,7.9,2800,36,17.16,False,True,3583.33,5182.0,722,2
33923,11.71,4000,60,13.17,False,True,3500.0,5915.0,707,3
93139,12.12,10000,36,10.88,False,False,7500.0,24924.0,667,10
60943,10.16,7125,36,4.95,False,True,2946.67,5015.0,712,6
98156,13.11,10000,36,5.3,False,True,6250.0,9620.0,697,2
85861,12.12,10000,36,11.52,False,True,4166.67,9817.0,712,4
98601,12.12,9450,36,33.62,False,True,2750.0,14246.0,702,6
58433,7.62,3500,36,1.83,False,False,7500.0,6944.0,767,9
40639,12.69,24000,60,21.59,False,False,10000.0,42996.0,727,5
31995,10.99,11750,36,10.3,False,True,4583.33,5613.0,702,3
60695,18.75,12000,36,27.32,False,False,13333.33,62069.0,667,5
88646,14.09,13000,36,17.99,False,False,7916.67,10723.0,697,8
103384,13.48,5000,36,11.21,False,True,3800.0,1575.0,712,3
87526,14.33,15000,36,16.15,False,True,9166.67,24563.0,702,1
76078,22.95,30000,60,30.56,False,True,7500.0,29756.0,687,10
40971,6.03,16000,36,6.07,False,True,12916.67,26635.0,792,10
79041,12.12,12000,36,26.96,False,True,3833.33,6038.0,692,4
40027,12.69,24000,36,19.53,False,True,4583.33,21377.0,712,5
80804,22.47,16800,60,13.55,False,False,4000.0,12179.0,662,10
62160,17.27,3000,36,22.87,False,True,2750.0,7648.0,662,4
39128,12.69,3500,36,5.36,False,False,7083.0,11616.0,667,10
21164,18.25,8800,60,13.89,False,True,2916.67,7794.0,687,2
67672,7.9,19725,36,6.46,False,False,6916.67,16173.0,757,7
17955,16.32,10000,36,1.69,False,False,10000.0,5624.0,697,10
62763,6.62,9600,36,3.82,False,True,4333.33,1039.0,762,3
39131,12.42,7000,36,15.11,False,True,7083.33,16049.0,687,10
54010,10.74,8400,36,7.82,False,True,2083.33,4282.0,722,9
66459,14.33,5600,36,25.29,False,True,3333.33,17471.0,677,4
56271,12.12,15000,36,3.41,False,True,3166.67,3338.0,722,3
13609,13.23,17500,60,23.03,False,True,3500.0,17734.0,737,1
51025,12.12,32400,60,1.28,False,False,8750.0,7.0,792,5
93455,11.14,15000,36,15.51,False,False,8750.0,15207.0,692,10
86201,13.11,20000,36,14.87,False,True,14166.67,34115.0,697,3
72515,16.29,21725,36,29.11,False,False,9166.67,68397.0,697,10
23214,10.0,5000,60,9.28,False,True,4000.0,3448.0,737,1
86134,8.9,10300,36,33.37,False,False,2583.33,12475.0,717,7
70024,20.49,14400,36,18.84,False,False,4166.67,10042.0,662,9
31014,16.49,15000,36,14.92,False,True,6294.25,20270.0,682,3
89438,19.72,35000,60,22.38,False,False,13333.33,46937.0,692,3
80444,15.8,7000,36,11.53,False,False,3166.67,6658.0,677,3
34262,15.96,12500,60,13.87,False,True,5300.0,11439.0,697,5
79308,12.12,18000,36,10.08,False,True,6666.67,17773.0,707,7
3162,11.89,6000,36,9.77,False,True,4166.67,15377.0,697,10
42828,8.9,16000,36,14.85,False,True,5750.0,14431.0,727,6
51394,6.62,10000,36,3.16,False,True,13166.67,5643.0,737,2
69651,24.7,21000,60,25.87,False,True,9166.67,17811.0,677,5
76450,15.31,16000,36,19.0,False,False,7666.67,43692.0,697,10
37585,14.65,15000,60,17.21,False,True,4583.33,13115.0,732,8
73523,14.33,12000,36,13.53,False,False,8000.0,12968.0,687,3
45094,17.99,12000,36,19.89,False,True,5129.0,8923.0,662,5
18688,10.36,12000,36,11.92,False,False,10333.33,8987.0,692,5
27095,5.42,7500,36,22.26,False,False,2583.33,2160.0,787,10
74945,15.31,16000,36,19.92,False,True,6000.0,10915.0,692,7
48854,21.48,12200,60,9.12,False,True,6666.67,17282.0,697,10
82729,10.16,12000,36,11.93,False,True,8054.5,14986.0,712,10
11258,14.72,7000,36,11.39,False,False,6833.0,5537.0,672,7
32181,11.71,10000,36,2.18,False,True,5500.0,5623.0,722,4
62270,13.11,10000,36,19.38,False,False,4958.33,24598.0,712,2
74632,12.12,7200,36,18.61,True,False,3208.33,9849.0,682,1
30753,12.99,1500,36,20.6,False,False,5000.0,38176.0,692,4
79198,12.12,13600,36,20.94,False,False,5416.67,17117.0,687,10
48489,24.33,30000,60,11.24,False,True,11250.0,41592.0,672,6
98141,17.77,10000,36,26.32,False,True,2500.0,17543.0,682,7
37906,11.71,10000,36,5.98,False,False,3746.58,9005.0,697,2
33208,7.9,4700,36,10.65,False,True,3416.67,2297.0,762,10
32809,9.91,21200,36,25.23,False,False,7916.67,7252.0,722,1
22637,14.17,2800,36,0.0,False,False,3458.0,0.0,682,10
91807,11.14,24925,60,24.8,False,False,6250.0,19245.0,737,4
34367,11.71,15000,36,20.7,True,False,5416.67,25464.0,707,4
33046,6.03,9100,36,14.66,False,False,3500.0,4315.0,782,10
86783,18.49,25000,60,10.08,False,True,7666.67,14631.0,717,3
90684,15.31,30000,36,7.25,False,False,9000.0,19430.0,662,9
54430,12.12,3000,36,14.93,False,True,6333.33,8682.0,682,4
8716,17.56,12000,36,21.81,False,False,5833.33,11074.0,682,2
88420,19.05,27575,60,10.61,False,False,13125.0,25980.0,672,6
73164,8.9,5000,36,21.47,False,True,3000.0,12841.0,717,3
59593,13.11,9000,36,12.67,False,True,3466.67,11103.0,682,7
57551,7.9,16500,36,27.23,False,True,4583.33,8176.0,762,1
88001,15.8,12000,36,9.33,False,False,10000.0,22312.0,677,10
74388,10.16,10000,36,13.11,False,True,4285.5,11724.0,712,1
46215,14.65,3800,36,22.58,False,True,3666.67,13883.0,672,1
98493,10.16,18775,36,25.33,False,False,5850.0,27573.0,717,3
79371,17.27,7200,36,20.48,False,True,2500.0,4539.0,672,1
28732,5.99,8000,36,9.59,False,False,7250.0,4938.0,762,10
41109,14.27,10000,36,16.61,False,False,4083.33,6418.0,677,6
41813,14.65,4800,60,22.38,False,True,3333.0,4147.0,697,3
75793,12.12,7000,36,12.49,False,True,5166.67,10513.0,677,6
87367,7.9,9975,36,7.13,False,False,5000.0,9773.0,722,5
28642,10.59,10000,36,17.08,False,False,8333.33,92399.0,712,10
80359,12.12,30000,60,10.97,False,False,5833.33,10787.0,752,10
96479,17.27,16000,60,8.44,False,True,4666.67,15200.0,697,10
12150,7.51,6500,36,1.5,False,False,3208.33,269.0,807,10
59160,9.76,19000,36,16.43,False,True,3833.33,22033.0,727,7
100595,21.49,1500,36,13.59,False,True,3583.33,4747.0,687,1
74460,23.63,24000,60,25.07,False,False,11666.67,9733.0,662,10
81422,18.75,20000,36,17.36,False,True,8333.33,31870.0,677,1
39548,13.49,10000,36,5.88,False,False,4166.67,8899.0,697,10
71492,11.14,10000,60,15.82,False,True,3250.0,11319.0,797,6
39989,19.91,9000,60,15.74,False,False,4333.33,5015.0,672,6
7558,11.36,4200,36,7.49,False,False,2750.0,4898.0,687,5
77844,17.77,6625,36,33.43,False,True,2916.67,11369.0,667,1
36497,15.96,15000,36,4.32,False,False,8833.33,113.0,682,8
33013,14.27,3825,36,24.68,False,True,2495.83,4560.0,672,4
15538,9.25,4200,36,15.83,False,False,7000.0,7167.0,702,10
101027,8.9,17325,36,18.28,False,False,3333.33,11327.0,727,9
79542,18.49,25000,60,27.56,False,False,8606.56,15210.0,722,5
87287,6.62,12000,36,12.36,False,True,4416.67,4117.0,767,3
33228,6.03,5000,36,15.74,False,True,3125.0,4557.0,767,6
27391,9.99,14000,36,16.84,False,True,4583.33,25.0,752,2
49367,22.78,30000,36,17.9,False,True,8791.67,28012.0,662,6
93501,8.9,10750,36,6.04,True,False,2750.0,4693.0,767,5
70177,15.31,10000,36,19.98,False,False,6041.67,6458.0,672,1
77324,17.27,16550,36,32.56,False,False,4333.33,12163.0,677,10
31805,5.99,3300,36,11.04,False,False,2500.0,11144.0,742,2
84318,14.09,8000,36,21.0,True,False,3500.0,7498.0,677,1
40866,10.65,14000,36,24.53,False,True,3200.0,21214.0,722,5
91596,8.9,18000,60,5.3,False,False,8333.33,5211.0,757,6
32747,16.77,3600,36,13.45,False,True,8750.0,51176.0,672,1
71470,20.49,4200,60,28.8,False,True,3166.67,7728.0,662,1
5062,14.61,4200,36,15.28,False,True,6333.33,15578.0,667,1
28205,21.74,11200,60,6.3,False,True,5583.33,7952.0,662,10
28976,15.99,15000,36,7.68,False,True,4583.0,15821.0,677,2
25084,11.99,12100,36,24.78,False,True,8750.0,1642.0,757,1
25665,5.99,4900,36,6.64,False,False,2666.67,3455.0,772,4
83794,12.12,19200,36,29.58,True,False,3583.33,29797.0,717,8
52698,9.76,8500,36,6.58,False,False,5333.33,3432.0,707,10
44426,19.22,21000,60,13.87,False,False,6000.0,17008.0,682,10
86039,12.12,10000,36,15.6,True,False,3833.33,4734.0,687,10
86982,18.49,12000,36,9.44,True,False,5746.0,9561.0,662,4
70193,19.72,20000,60,24.78,False,False,5416.67,33166.0,677,10
47862,13.99,24375,36,13.64,False,False,11500.0,35461.0,697,10
51954,10.74,9550,36,14.33,False,False,4000.0,9128.0,702,3
5468,12.87,3600,36,1.58,False,False,6333.0,12135.0,692,1
21651,11.11,10000,36,20.15,False,True,6083.33,924.0,702,1
59355,6.62,20000,36,11.12,False,True,10333.33,12632.0,792,6
52708,10.74,35000,36,9.3,False,False,8300.0,4421.0,742,10
45529,12.12,12000,36,7.24,False,False,10416.67,31489.0,712,2
60190,7.9,20000,36,8.38,False,False,15000.0,14621.0,752,1
91073,10.16,18000,36,26.08,False,False,5925.0,23378.0,712,10
52665,9.76,4000,36,15.89,False,False,4166.67,13745.0,707,10
60968,17.77,15000,36,13.34,False,False,4333.33,17264.0,672,10
58987,13.67,20950,60,8.9,False,True,6666.67,5680.0,747,1
50673,7.9,10625,36,22.35,False,False,3333.33,15946.0,727,10
68284,10.16,9000,60,14.77,False,True,3500.0,3135.0,757,2
82804,13.11,25800,36,18.99,False,True,4833.33,31427.0,717,4
42421,6.62,10000,36,11.45,True,False,4166.67,10385.0,762,6
65055,20.49,18650,36,20.07,False,False,4833.33,17740.0,662,10
76355,12.12,10000,36,16.93,False,False,3816.67,10830.0,712,7
33155,16.77,14000,36,9.67,False,False,12083.33,28318.0,672,1
72641,14.09,14000,36,27.5,False,True,9166.67,18813.0,697,8
69437,14.33,8000,36,14.74,False,True,3108.0,3072.0,692,8
62057,13.11,24375,36,10.86,True,False,10416.67,19981.0,707,6
33008,7.9,3500,36,22.04,False,False,7247.0,9592.0,712,1
45527,13.67,7900,36,8.4,False,True,3000.0,8990.0,677,2
